gene,Chromosome_name,Strand,Description,Cluster,mESCs_pbulk_Rlog_rep1,mESCs_pbulk_Rlog_rep2,mESCs_pbulk_Rlog_rep3,PGNs_pbulk_Rlog_rep1,PGNs_pbulk_Rlog_rep2,PGNs_pbulk_Rlog_rep3,DNs_pbulk_Rlog_rep1,DNs_pbulk_Rlog_rep2,DNs_pbulk_Rlog_rep3,OLGs_pbulk_Rlog_rep1,OLGs_pbulk_Rlog_rep2,OLGs_pbulk_Rlog_rep3,OLGs_vs_mESCs_LogFC,OLGs_vs_mESCs_pvalue,OLGs_vs_mESCs_padj,DNs_vs_mESCs_LogFC,DNs_vs_mESCs_pvalue,DNs_vs_mESCs_padj,PGNs_vs_mESCs_LogFC,PGNs_vs_mESCs_pvalue,PGNs_vs_mESCs_padj,DNs_vs_OLGs_LogFC,DNs_vs_OLGs_pvalue,DNs_vs_OLGs_padj,PGNs_vs_OLGs_LogFC,PGNs_vs_OLGs_pvalue,PGNs_vs_OLGs_padj,DNs_vs_PGNs_LogFC,DNs_vs_PGNs_pvalue,DNs_vs_PGNs_padj,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,      
Usf2,7,-1.0,upstream transcription factor 2 [Source:MGI Symbol;Acc:MGI:99961]      ,1,5.206376741000001,4.779524708,4.504439737,6.378875783,6.260260328999999,6.19145872,5.921929425,6.026576196000001,5.913125505,5.858903855,6.6140070920000005,6.619234815,-2.148559327,4.21e-08,1.74e-07,-1.543166438,1.58e-05,3.9500000000000005e-05,-1.982728188,3.12e-09,9.84e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Xbp1,11,1.0,X-box binding protein 1 [Source:MGI Symbol;Acc:MGI:98970]      ,7,6.480309784,6.2749021670000005,6.558438603,6.737208068999999,6.385266128,6.991354078,7.436440865,7.485818095,7.234964958,5.772810594,5.612981229,5.236239173,1.2692137490000002,0.004228423,0.009208184,-1.254896829,8.210000000000001e-08,2.53e-07,nan,nan,nan,-2.524110577,3.55e-08,5e-07,-1.660992952,0.000283174,0.0015385129999999998,0.863117626,0.0007659510000000001,0.004616112,nan,nan,nan,nan,nan,nan,nan,nan,      
Yy1,12,1.0,YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]      ,3,6.927713224,6.880093467000001,6.918806365,5.976919716,6.170923826,6.215429239,5.999540197000001,5.110559095,5.462639622999999,6.52387429,5.70095429,5.740779476,1.110937618,0.0018182810000000002,0.004227169,1.780697285,2.7899999999999997e-09,9.55e-09,1.049320504,2.46e-05,5.629999999999999e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Zbtb18,1,1.0,zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609]      ,6,1.176676124,1.172871835,1.1679805540000001,8.983872629,9.029963476,9.136843457000001,5.345830865,5.323611537,4.71308926,6.677802069,5.220325998,5.660620577,-12.55260399,2.41e-31,4.3e-30,-11.36415708,9e-27,7.88e-26,-16.23107346,7.929999999999999e-51,1.6600000000000001e-49,1.188446905,0.002892741,0.012436547,-3.67846947,6.800000000000001e-29,5.0799999999999994e-27,-4.866916375,1.11e-56,7.04e-54,nan,nan,nan,nan,nan,nan,nan,nan,      
Zbtb7a,10,1.0,zinc finger and BTB domain containing 7a [Source:MGI Symbol;Acc:MGI:1335091]      ,1,3.971233863,3.6411133760000003,5.27253911,6.9866554789999995,6.868647886000001,7.044711501,6.063464006,6.2623407989999995,6.294864697,6.680660293,5.972875558999999,5.966715066,-2.4241675330000003,8.7e-05,0.000247905,-2.3501228469999997,5.8299999999999994e-05,0.000136627,-3.327884113,5.620000000000001e-09,1.74e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Zfhx3,8,1.0,zinc finger homeobox 3 [Source:MGI Symbol;Acc:MGI:99948]      ,7,7.152222601,7.19164714,7.048640234,4.733252782,4.805279242,4.476581895,9.030355087,9.181138179,9.092657913,6.439859424,6.347992069,5.551462797,1.306111605,4.48e-05,0.000132621,-2.4882391040000003,3.0899999999999996e-89,1.6999999999999995e-87,3.6170811019999998,1.31e-26,9.839999999999999e-26,-3.7943507089999997,1.3899999999999999e-31,1.6399999999999999e-29,2.310969498,2.77e-07,2.89e-06,6.105320206,9.089999999999999e-71,8.649999999999999e-68,nan,nan,nan,nan,nan,nan,nan,nan,      
Zfp42,8,-1.0,zinc finger protein 42 [Source:MGI Symbol;Acc:MGI:99187]      ,3,10.10348302,8.924064787,10.09666336,1.000040789,2.582506866,1.987228665,1.276148527,1.391647157,1.324678895,1.9356794869999998,2.112810685,2.003732565,9.347673659,1.4400000000000001e-15,1.06e-14,10.64606048,2.76e-20,1.7699999999999998e-19,9.231589119,2.9200000000000003e-26,2.1700000000000003e-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Zfp57,17,1.0,zinc finger protein 57 [Source:MGI Symbol;Acc:MGI:99204]      ,3,9.296826322000001,8.649323324,9.154947847999999,1.813106776,1.918192471,1.874159874,5.170980281,5.21735853,4.304868813,4.2049377130000005,4.419753774,2.6924234260000004,6.560620705,1.0599999999999999e-17,8.72e-17,5.0628703680000005,6.38e-41,1.14e-39,10.74102096,7.63e-22,4.69e-21,nan,nan,nan,4.18040025,0.00039967199999999995,0.0020751660000000002,5.678150587,1.14e-07,1.69e-06,nan,nan,nan,nan,nan,nan,nan,nan,      
Zfx,X,-1.0,zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211]      ,3,7.091303343,6.7794182329999995,7.236205900000001,5.45046849,5.276434662,5.448192265,4.993935985,4.534948765,5.070695084,6.049983601,5.91177132,4.603501822,1.8050259069999999,2.01e-05,6.21e-05,2.917325855,7.66e-14,3.5299999999999996e-13,2.19399673,7.7e-12,2.8800000000000003e-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Zic3,X,1.0,zinc finger protein of the cerebellum 3 [Source:MGI Symbol;Acc:MGI:106676]      ,3,7.327698407000001,6.698539918,7.1180301020000005,0.407553871,0.531039123,0.480103165,0.670988504,0.779072042,1.888039971,1.401752829,1.5764001930000002,1.468851629,7.359309102999999,5.65e-10,2.7699999999999997e-09,7.836287517000001,2.8300000000000002e-11,1.11e-10,9.185055936,1.99e-15,9e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Zkscan1,5,1.0,zinc finger with KRAB and SCAN domains 1 [Source:MGI Symbol;Acc:MGI:1921820]      ,2,6.983324548,6.2915494579999995,6.268029677,6.5315122820000004,6.071010281,6.232130783,5.946776119,6.09446183,5.9821469,5.47059518,6.026307288,5.346624623,1.277406257,0.007799947,0.016161907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
